,city,country,lat,lng,temp,humidity,cloudiness,wind_speed
249,sistranda,no,67.3709839499155,8.373743651394221,42.3,100,92,35.37
250,sola,vu,-14.576359669552778,168.88520058024937,82.62,100,76,12.1
251,porecatu,br,-22.582910497318938,-51.24523153671862,89.6,49,40,4.7
252,brae,gb,61.14582377720737,-3.2181821287868506,40.41,100,44,19.93
253,artyk,ru,62.1637513012368,144.20291551613934,-25.92,34,68,2.93
254,karamea,nz,-40.86858571877769,171.9716565318564,52.65,100,20,6.73
255,sao felix do xingu,br,-9.523459807728829,-51.953112272724965,82.98,81,48,1.14
256,tuktoyaktuk,ca,85.58535838539156,-131.0600965017721,-25.65,40,32,0.36
257,dikson,ru,88.89535907861989,90.39689350946541,-18.36,27,24,7.74
258,mitsamiouli,km,-9.226614864038554,43.42689983146244,85.05,97,12,10.42
259,machali,cl,-34.29835580547697,-69.80331494815805,36.36,82,0,6.96
260,marienburg,sr,10.23032152242148,-53.81270523045345,78.39,100,0,17.25
261,bukachacha,ru,54.295430850489225,117.3611917084018,11.16,40,20,11.65
262,aitape,pg,-0.6832384348282794,142.97143973931162,84.33,98,44,14.67
263,camana,pe,-18.170068318468342,-74.16313995531686,73.17,100,24,13
264,torbay,ca,39.054534473336346,-49.72334681999087,58.95,100,92,34.25
265,kyra,ru,49.10980663876421,110.47227217450114,14.67,80,0,5.28
266,margate,za,-33.31267602791994,33.21180363486874,69.03,100,8,14.79
267,ancud,cl,-41.232956519671134,-76.3425592105272,56.16,100,88,19.6
268,louisbourg,ca,38.25077372730474,-57.77817647077429,59.49,100,48,42.19
269,snasa,no,63.231277205770965,12.940228435980732,14.49,77,24,6.17
270,kang,bw,-23.607330207071623,22.81378211873325,83.07,33,48,11.65
271,formosa do rio preto,br,-10.956336142014775,-44.18089688615561,85.23,79,20,4.83
272,merida,es,39.112867685438665,-6.39534791018569,48.2,87,20,3.36
273,banda aceh,id,5.002722848505358,93.54934092407203,84.87,100,20,5.39
274,victor harbor,au,-36.21984110911844,138.31086098642604,63.09,100,44,32.35
275,botucatu,br,-22.9646792369634,-48.51477787285625,84.78,76,20,1.81
276,ahuimanu,us,31.153464352938055,-154.04483790161538,62.55,100,12,29.33
277,barentsburg,sj,84.84115974461966,7.43058821498985,16.29,83,80,50.24
278,henties bay,na,-21.65511004906336,14.853125692606845,71.55,53,0,4.61
279,sao joao da barra,br,-33.33348266730792,-23.156273805521476,73.35,100,88,33.91
280,cascais,pt,37.43585754983849,-14.031381691853838,61.65,94,68,32.91
281,sompeta,in,16.3090831510043,87.32914472844473,79.83,100,56,4.5
282,kipushi,cd,-11.655752232722048,26.963204420291895,65.25,97,80,2.59
283,avera,pf,-26.4837412465939,-153.57017515705707,75.96,100,92,12.21
284,cervo,es,45.87307532774752,-6.819969525738041,49.32,100,68,14.12
285,zhigansk,ru,68.15531637155112,119.00933178765763,-21.6,31,12,5.17
286,isangel,vu,-17.163204939908603,176.3477328289933,82.98,100,8,14.56
287,carinhanha,br,-14.298331790253895,-43.50009687684729,88.65,59,80,5.06
288,fortuna,us,38.000400678875344,-129.2918166358854,52.11,100,48,12.55
289,zhanaozen,kz,44.179172427984895,53.95267794212281,36.72,87,12,6.62
290,luangwa,zm,-15.607798941977503,31.208673844543558,83.25,47,8,11.77
291,mar del plata,ar,-56.077597110618605,-38.88117154022475,38.07,94,56,27.54
292,la palma,pa,7.126708457967153,-80.80500513739553,81.54,95,48,5.06
293,abha,sa,19.761821940395908,43.966706204707414,72.18,38,0,10.42
294,mahebourg,mu,-40.97529728360185,71.53753450495866,62.82,98,80,16.02
295,neuquen,ar,-38.20027127841358,-68.61746768688467,63.99,51,100,16.8
296,morgan city,us,27.203031831143765,-91.51485406338229,75.2,78,75,6.93
297,amderma,ru,86.16058902256583,66.59387022224217,-14.22,44,24,18.03
298,flinders,au,-32.076323172685875,128.42640930914175,63.81,76,0,14.79
299,linhares,br,-21.00934731949321,-34.9885733526703,80.1,100,88,8.63
300,lavrentiya,ru,71.0783005572569,-172.9153382293886,-18.9,56,32,11.65
301,churapcha,ru,62.393195666317425,133.4128101027073,-24.39,36,0,2.59
302,portland,au,-55.33599061029076,131.38397085756256,37.89,100,20,29.1
303,libertador general san martin,ar,-23.49364611317651,-64.79801486902204,76.32,67,44,2.37
304,pangnirtung,ca,69.64778624754327,-63.82840776092357,-7.02,92,92,22.5
305,pala,td,9.274592363372317,15.342818726438034,88.92,23,0,6.85
306,madiun,id,-7.56013148890648,111.48934983066515,68.4,100,24,2.26
307,taltal,cl,-25.503732542756193,-72.90108652113247,66.24,100,0,16.24
308,gravelbourg,ca,48.8323758763652,-106.99783775657711,28.8,100,64,4.5
309,letnik,ru,45.990687971769034,41.09076371178853,50.85,67,56,16.69
310,gladstone,au,-22.318627986442614,153.36206224973523,79.29,100,20,6.51
311,pato branco,br,-26.195130230471154,-52.6915014699417,83.88,77,24,5.61
312,tasiilaq,gl,57.630520962212074,-35.166572952477985,38.88,100,44,21.83
313,tumannyy,ru,86.25374748151144,41.35234902283949,-15.12,46,20,25.3
314,opuwo,na,-17.991820869599522,14.346715311364699,74.97,68,32,5.39
315,samusu,ws,-8.453803935751521,-165.48221030906137,82.62,100,36,14
316,nanortalik,gl,50.78438224963452,-40.82341713414244,49.77,97,88,24.85
317,ati,td,12.819403657586713,17.917615935070298,82.8,29,0,5.39
318,chake chake,tz,-6.621232554723468,44.3152958933919,83.79,100,24,11.43
319,moche,pe,-9.108944276319002,-80.08557413451294,71.1,99,8,8.41
320,port maria,jm,19.17501130698451,-76.62323541305783,77.76,100,100,14.79
321,fatehpur,pk,31.2628096116712,70.82730088348556,63.36,35,8,3.83
322,bambous virieux,mu,-33.068730048366206,82.78728053264199,69.3,100,80,18.14
323,regente feijo,br,-22.288205492150745,-51.26929985972234,89.6,49,40,4.7
324,makakilo city,us,13.371537772225636,-161.56859927713094,78.66,100,92,17.81
325,verkh-usugli,ru,53.0396082632862,115.98523573284407,24.75,53,44,9.08
326,broken hill,au,-30.087213322455884,141.90854932733808,76.32,37,24,9.75
327,maragogi,br,-12.48036204746667,-30.037432204974206,79.65,100,48,15.46
328,ilulissat,gl,84.76456536613698,-41.672680085451454,-0.18,78,68,19.93
329,hengyang,cn,27.032761978681137,113.26506176777171,58.5,95,100,2.37
330,luderitz,na,-28.921768121096317,9.998535014122915,70.29,100,0,26.87
331,junin,ar,-34.91405705123235,-61.10106074817194,77.4,77,64,8.86
332,cabo san lucas,mx,10.420029400994867,-121.88252182684374,80.19,100,24,13.89
333,cherskiy,ru,88.64115036421295,162.97532804530604,-14.13,44,68,6.62
334,pemba,mz,-12.074484078799168,40.324732443271515,77.85,88,20,2.59
335,necochea,ar,-42.99458873072864,-57.86078964202031,59.76,96,68,9.86
336,hofn,is,61.50176627068955,-14.26658993594543,47.16,97,24,20.6
337,ust-nera,ru,63.29821057444623,140.81605921023396,-25.02,33,56,2.71
338,piopio,nz,-38.99610559683711,174.96043503779333,47.16,84,0,6.4
339,olinda,br,-9.123364407992016,-24.707593154850187,80.37,100,0,11.54
340,tomatlan,mx,18.341950212008378,-108.66857392857963,76.5,99,8,12.1
341,netishyn,ua,50.21055496246563,26.588497066787713,16.92,84,92,16.8
342,ambovombe,mg,-25.316586884459312,46.16282539421767,77.22,85,56,17.92
343,palmas,br,-26.098623733268525,-51.875884555073725,76.05,95,8,3.15
344,iroquois falls,ca,48.735877144223394,-80.32275362304557,5.94,72,0,4.16
345,nikolskoye,ru,44.872362413532734,168.9940893917046,35.1,100,88,15.68
346,karratha,au,-20.012069704195934,111.90306445601045,82.71,100,0,18.81
347,neiafu,to,-17.611394419787786,-175.549591044276,81.36,100,92,2.37
348,aklavik,ca,70.2086922236824,-136.76581409414925,3.15,95,56,14
349,sindand,af,33.011328062106706,62.28903086983708,55.89,71,92,5.17
350,ambanja,mg,-13.613783399411245,47.65236851082554,76.95,100,92,8.3
351,marica,br,-24.60265434285555,-42.84536667168093,78.39,100,0,7.4
352,codrington,ag,23.094028541705814,-47.10555609862695,74.34,100,0,8.97
353,linxia,cn,35.14226507728291,102.09572527155096,23.13,95,92,2.71
354,lolua,tv,-9.643438690973491,174.9485877461364,81.81,100,24,4.61
355,mapiri,bo,-15.236809950614742,-68.6126864440134,63.27,100,92,2.93
356,olafsvik,is,63.33449406224595,-28.489104263922364,44.82,92,92,26.08
357,okhotsk,ru,58.31017301498673,142.8143952701521,2.07,68,0,8.75
358,walvis bay,na,-24.728748246168593,7.157676987212314,71.55,100,0,22.73
359,morrope,pe,-6.300437563963378,-80.45200756316963,74.43,90,8,8.19
360,saint-pierre,pm,44.17963909058044,-55.907181759898165,36.63,100,24,16.91
361,debno,pl,52.95380563754409,14.595580971633833,24.84,65,80,22.62
362,usakos,na,-21.31508605919747,15.012716012241643,71.55,53,0,4.61
363,yurimaguas,pe,-5.814410643799444,-76.49681656708245,86,66,40,5.82
364,qasigiannguit,gl,68.05332524884467,-48.107294389615355,20.7,74,0,24.52
365,hasaki,jp,31.220030346601533,146.47393649243395,59.22,100,48,17.69
366,mocambique,mz,-16.535313753799592,42.38738385725705,85.95,96,0,22.17
367,vilhena,br,-12.201401112929187,-60.44928158152331,80.6,69,75,8.05
368,winneba,gh,4.167593568061583,-0.08469021889229156,83.07,100,20,14
369,faya,td,17.284841829192178,17.63051218480156,80.19,10,8,3.6
370,quatre cocos,mu,-17.26358072553971,70.71953556796346,80.28,99,92,18.7
371,punta alta,ar,-39.80617179324146,-61.17768234736435,70.02,100,0,7.52
372,bathsheba,bb,17.00906441514334,-50.26215261305024,75.78,100,24,11.99
373,sandane,no,61.50422556400652,6.161053071646771,30.2,39,44,8.05
374,quelimane,mz,-18.086705651418928,36.148186762126365,77.13,73,0,8.52
375,mucurici,br,-18.001554841501836,-40.571392956290225,90,53,68,4.61
376,laguna de perlas,ni,12.231084118831193,-83.39918661297776,84.2,74,20,6.93
377,foumban,cm,5.731082194218117,11.310436515366806,76.95,78,88,2.15
378,masvingo,zw,-19.802412051792178,30.49957191724313,63.99,99,92,12.1
379,lagunas,pe,-4.388625591080508,-75.52611440771709,86.58,73,64,3.94
380,rockland,ca,45.41452263540493,-75.21933595402447,16.57,40,40,17.22
381,fasa,ir,29.824378402722846,53.762190547517335,48.96,53,12,7.4
382,yeppoon,au,-20.715069407253512,154.09093530100202,79.11,100,56,10.2
383,tautira,pf,-20.49169985730426,-145.3541751089045,82.26,98,44,16.13
384,peniche,pt,39.87789168865968,-14.011854325426405,59.13,94,92,37.04
385,wanxian,cn,30.71700633677192,107.93717022685533,56.25,75,64,3.94
386,vao,nc,-26.4594058755213,168.45098933689522,75.6,100,68,15.9
387,belmonte,br,-17.551373663733436,-29.798739068080565,79.74,100,56,9.98
388,tawnat,ma,35.24332941522046,-4.509765286270897,68,32,75,11.41
389,tytuvenai,lt,55.67689560946279,23.13015189931166,23,67,20,11.41
390,palabuhanratu,id,-13.835567388871334,103.36711579528186,81,100,24,17.36
391,manicore,br,-5.758549711798873,-61.582723051135744,82.26,80,80,2.71
392,parrita,cr,5.719057719252714,-86.71955314085669,82.62,100,80,4.05
393,kushmurun,kz,53.19522801421221,65.04107577970599,31.05,94,88,12.77
394,kiunga,pg,-5.648671882087867,141.32880274462184,62.55,99,92,1.59
395,villazon,bo,-22.257780095925312,-66.51984802291288,57.78,58,24,3.38
396,carutapera,br,3.440149096137021,-43.81554273931684,80.46,100,0,17.25
397,dombarovskiy,ru,49.6907241857278,59.44916970639769,19.26,75,0,4.94
398,te anau,nz,-38.59447659017572,162.17337203712069,67.86,96,12,18.37
399,caravelas,br,-21.524225191029206,-28.300717368831986,80.1,100,0,10.09
400,dolbeau,ca,53.334533407512744,-70.94345338558405,0.72,87,64,21.39
401,sabzevar,ir,35.128529750924514,57.843944481985886,47.88,79,36,5.61
402,majenang,id,-7.3252018299880985,108.80765886074083,70.65,97,64,1.92
403,trelew,ar,-42.44522968111925,-67.11067361687886,53.91,54,92,5.06
404,pacific grove,us,28.582116195578255,-134.73109192374673,60.21,100,92,4.16
405,mehamn,no,82.87599728157943,28.95515269474621,22.23,100,92,44.43
406,de aar,za,-30.119343599711506,23.836195646333874,73.35,27,8,5.39
407,general roca,ar,-41.44845383165428,-68.0494970274946,56.79,49,12,16.02
408,lompoc,us,31.745358799291502,-125.32508890186271,56.61,100,32,10.98
409,vesyegonsk,ru,58.886122888280056,37.12298249677757,6.66,71,56,6.29
410,caxito,ao,-8.474373872918653,13.407434372871194,86,70,75,6.93
411,tacuarembo,uy,-32.34123028001559,-55.27780629311206,79.02,67,56,8.86
412,ignacio zaragoza,mx,28.29228064853155,-107.35247711392304,54.36,38,32,14.67
413,chulym,ru,55.53091640786494,81.20606013758442,13.23,77,56,3.6
414,grand river south east,mu,-20.994838998674823,64.5928416537184,79.83,100,80,17.02
415,puerto baquerizo moreno,ec,-0.6243348994254627,-89.77516131630766,85.14,74,75,10.29
416,rosetown,ca,51.4864406680073,-107.99083026355983,27.72,100,92,4.38
417,gjusvik,no,58.23641302177923,8.058126230966831,26.6,45,0,19.46
418,saint-pierre,re,-26.422360319769297,53.24427989278512,78.93,97,56,20.71
419,terra santa,br,-0.700914720427892,-57.37183061338466,81.45,82,32,2.93
420,escarcega,mx,18.20657430792906,-90.01129855922245,90.45,46,0,4.94
421,strezhevoy,ru,62.48657518791419,79.517429536746,27.18,84,68,9.19
422,port-gentil,ga,-3.360935085836272,1.8427385388514317,80.91,100,64,7.74
423,villamontes,bo,-21.166347838154945,-62.64610123173867,87.03,75,12,24.52
424,progreso,mx,22.054026476457842,-89.61745799621784,75.78,100,0,17.02
425,yabelo,et,5.070778798703278,38.18767300818375,58.5,90,32,2.59
426,asau,tv,-14.379882267421406,179.70286825028776,83.16,100,68,10.42
427,chicama,pe,-10.15727174247102,-84.57097216627824,76.32,100,80,9.75
428,goderich,sl,1.4637012513360315,-22.472608129386625,81.18,100,20,5.84
429,karaul,ru,70.0262826710029,82.48669109481807,-23.4,35,32,13
430,katima mulilo,na,-16.993689992180304,23.778647652358543,72.81,79,12,4.5
431,challapata,bo,-19.58660048108418,-67.15758474692234,59.22,100,12,4.38
432,mayo,ca,63.897646698980864,-138.36261625055434,21.2,100,75,2.24
433,palamos,es,41.24145258714281,4.28790353895698,53.1,100,92,21.39
434,bur gabo,so,-2.4044670918555457,43.52235820187967,82.35,100,24,13.67
435,iraucuba,br,-4.091512753005028,-39.88744705309542,81.72,83,36,6.62
436,coahuayana,mx,7.6391820084380555,-109.71455703007882,81.27,100,20,7.4
437,zyryanka,ru,66.01949077002185,149.11591049519137,-24.12,35,12,4.94
438,daru,pg,-9.779723801883614,144.06480458052152,79.47,100,68,5.73
439,tabou,ci,-1.9571392366452944,-4.6751113184928546,81.09,100,32,7.74
440,sitka,us,51.74265843906832,-142.8426546941056,41.94,98,92,6.4
441,nizwa,om,20.855623433788857,55.87465248958152,70.83,35,0,6.4
442,port augusta,au,-28.922089078217788,138.41861945404722,69.3,40,0,6.96
443,amarante do maranhao,br,-5.0319581695989495,-46.7627155866613,83.43,75,44,3.15
444,forestville,ca,51.688298676669696,-70.34747310871224,-0.72,93,56,19.04
445,khatanga,ru,69.9585459250616,96.96950003563762,-33.12,0,0,2.71
446,angoche,mz,-19.325163071374305,40.330140221438064,84.51,100,0,24.07
447,bonito,br,-20.648420496922178,-56.97684326078122,92.52,60,8,6.51
448,nara,ml,19.378871460952983,-7.9233729244030044,85.95,12,0,8.3
449,kamenka,ru,67.15135702328341,42.83475177131054,7.65,99,44,12.77
450,samarai,pg,-9.112762846918626,153.01558325914263,81.99,100,64,8.97
451,samalaeulu,ws,-7.135090702955536,-168.9957142707809,83.7,98,92,14
452,ewa beach,us,14.875019888309346,-160.4939513222907,77.85,100,8,18.03
453,tskaltubo,ge,42.25102149111267,42.56160498115038,51.8,66,0,1.92
454,lubango,ao,-14.556559614522577,13.481676084609724,69.66,99,92,2.37
455,presidencia roque saenz pena,ar,-25.300509674745886,-60.557641563921365,93.6,60,0,22.84
456,gull lake,ca,50.167339225039456,-108.5013495955015,30.2,92,90,11.41
457,bayan,kw,29.281970531166433,48.38405315084667,75.2,25,0,16.11
458,katobu,id,-6.57803272889827,121.63268919903895,82.26,100,64,11.65
459,chimore,bo,-16.018552496650223,-65.038147452854,85.5,72,36,8.08
460,wawa,ca,47.80638304538807,-84.86333883874374,17.6,28,20,6.93
461,nurobod,uz,39.40768442568901,66.37223938615041,53.6,62,0,9.17
462,tual,id,-6.875623395367663,135.36586478643622,82.71,100,64,5.61
463,alto araguaia,br,-17.45775376840684,-53.03991475855893,84.42,100,20,4.5
464,raymond,ca,49.001677896802676,-112.27899648789709,30.2,92,90,5.82
465,moron,mn,50.07444443333528,99.8532414036838,7.83,61,0,2.71
466,mount isa,au,-19.956854424101163,137.44839558601737,77.22,68,0,7.74
467,rio de janeiro,br,-24.509232640778023,-43.47806485020878,78.3,100,0,7.74
468,nouadhibou,mr,19.33499058180076,-17.238705809148687,68.85,92,0,19.71
469,stoyba,ru,55.19485090135733,130.75973534909437,-3.87,69,36,1.25
470,matara,lk,-1.1885752485864642,82.73438595261743,85.23,99,80,11.21
471,vairao,pf,-17.76866544273517,-149.29788871054006,75.2,73,75,4.7
472,wabana,ca,47.781686614006105,-52.927498087829356,35.6,55,75,11.41
473,jaipur hat,bd,25.23973817626803,89.04029073764586,71.19,48,0,7.74
474,umzimvubu,za,-42.18563682962802,37.19457922984291,57.15,100,44,23.4
475,janauba,br,-16.13969168263888,-43.334613914330866,81.45,79,68,6.62
476,gao,ml,16.523798464341088,-0.5755304539826889,95.58,11,44,6.85
477,vardo,no,78.9720886380373,34.355594185475965,18.9,78,12,44.09
478,pangkalanbuun,id,-4.087824251429316,111.95562966352288,81.81,100,80,4.61
479,la rioja,ar,-28.634566580374493,-67.82910065441008,80.1,14,0,0.92
480,taoudenni,ml,23.617087223686127,-4.837483308562504,80.37,10,0,5.39
481,borovskoy,kz,53.92958900419503,63.866133975426884,32.13,92,88,12.88
482,pringsewu,id,-6.446835018731623,102.691826420382,84.33,100,12,5.06
483,carauari,br,-4.81195178774634,-67.49452790199162,89.73,64,48,6.62
484,san quintin,mx,24.587329012789375,-122.29022058807158,62.1,100,64,4.5
485,alugan,ph,16.497587631072182,130.66766498545775,78.57,100,68,18.25
486,lukulu,zm,-14.173850945268923,23.30558100718366,66.78,99,88,5.5
487,buritis,br,-15.558778687966013,-46.876353137479896,87.39,56,0,6.06
488,mosquera,co,3.3686384539326344,-79.02615446361438,74.79,100,88,5.95
489,tan an,vn,10.632190218053736,106.31485925107259,80.6,83,40,8.05
490,port hedland,au,-25.022876138885007,119.62816133247159,73.08,20,0,13.44
491,pucallpa,pe,-8.388258000478787,-74.06811548937141,84.2,79,75,9.17
492,guerrero negro,mx,23.087260588926586,-119.43073529356776,63.45,100,76,8.41
493,shenjiamen,cn,30.119924055058995,125.45020139398638,59.58,87,92,9.75
494,warwick,au,-27.968150332136002,152.33104030131759,68,94,90,5.82
495,corinto,br,-18.263875718395038,-45.167319195510295,84.78,77,20,4.72
496,huntsville,us,34.6652790089808,-86.64520217002894,70.03,64,75,14.99
497,norrtalje,se,60.38643864822181,18.65147614260199,28.53,100,0,19.04
498,northam,au,-31.240972583389986,119.4498354059034,53.64,60,0,10.65
499,eirunepe,br,-5.679163831680366,-70.43237115170491,93.42,58,0,3.83
